Latitude,Longitude
34.443611,68.817222
34.899387,69.440086
34.032759,69.590428
34.201427,69.533699
34.590287,70.342607
35.041091,69.258883
36.050125,65.912277
31.713599,67.333269
36.26468,68.015512
33.4675,69.641111
36.765827,69.403679
33.265556,68.120833
36.689854,65.674355
36.8825,66.078889
37.173031,67.316475
33.363083,62.341347
34.306452,67.547369
35.364647,67.493699
37.51301,70.345082
37.515816,70.354124
36.486944,70.265489
35.952112,67.432302
33.511111,67.1925
33.509305,67.192545
37.558559,70.598471
34.485,69.155278
31.725758,64.357439
33.264312,69.893271
36.314441,67.927252
35.954996,68.643682
36.225414,69.239876
36.277077,69.199608
34.476307,69.243471
34.726694,69.830061
34.796985,69.670131
34.18922,70.479622
37.036561,69.189738
33.280834,68.853056
34.971264,69.298416
34.534429,69.707225
36.011045,68.630293
36.043638,68.660397
34.342365,70.80388
32.640129,68.055397
33.698333,68.388333
35.629215,63.298531
32.396987,67.759507
32.111066,65.419715
33.30778,69.851952
34.708884,62.449976
34.712604,62.495527
34.732533,62.468026
32.727222,69.281111
33.182513,69.987924
32.732106,64.714121
32.760624,67.779312
33.823277,69.167648
34.179253,69.664993
33.763657,69.381981
31.560172,65.826253
35.953785,65.294151
36.017052,66.511287
34.363733,69.616522
36.759098,69.407722
33.672222,68.133889
33.645115,63.597157
36.987778,66.148611
36.871389,66.661111
32.500267,67.098278
34.727517,69.269039
32.367886,65.117447
30.268107,62.086555
35.885203,66.461709
34.782264,69.181467
34.957779,67.608472
36.906451,65.135616
35.081682,69.214109
34.449272,65.210403
36.025995,67.427978
33.685766,65.817507
33.936269,65.916218
32.952784,64.760742
36.332049,68.192811
33.911364,66.360429
33.834079,67.220563
36.108126,68.686848
32.666169,67.159494
31.626224,64.911534
32.154083,68.591759
32.167013,68.598247
31.373269,67.577989
32.805794,67.751373
33.064415,68.065414
33.813334,68.397222
31.534367,64.905973
32.222681,68.550118
32.656756,67.640199
31.040623,66.330101
32.258803,67.132221
32.089463,68.660072
31.539774,65.295714
31.80218,65.766637
32.856865,69.097832
31.20959,66.353531
36.046087,67.473442
32.702449,67.712424
31.468597,67.000186
33.796111,68.278611
35.816667,64.551667
31.506568,65.422024
32.487911,65.331702
34.190556,66.912778
33.120278,68.601111
34.376281,69.289765
30.852778,61.885
31.664644,66.696789
31.896636,67.573342
32.815636,67.81559
33.00766,68.245232
33.042291,68.026791
33.126472,67.958062
33.269503,67.599588
33.408889,68.386667
33.438889,68.279167
34.717276,69.069985
33.8975,68.963889
33.943611,69.356389
33.946667,69.218611
34.455,68.718056
32.010462,67.013687
32.227563,67.605218
33.450565,69.016762
34.672955,69.891287
32.341415,67.968625
33.490021,69.092911
33.3,68.276667
34.072308,61.870018
36.793889,66.95
34.096565,70.752014
34.674126,70.156454
34.519324,69.014003
31.192331,62.146117
32.854364,67.578467
34.52684,70.254729
34.506622,62.644647
34.348611,68.832778
34.704475,70.246246
34.247787,70.519684
31.317969,65.949354
31.724817,67.253775
32.18119,68.508105
35.85267,68.764748
34.269167,69.025833
31.586431,66.478272
32.189064,65.83416
34.3525,68.584444
31.853674,66.701038
32.001286,67.071313
33.775834,68.355
34.406111,68.707222
31.718715,66.190089
32.562832,66.586873
31.634171,67.410092
35.694583,70.085634
36.939557,71.048876
31.63405,66.813727
37.116667,65.166667
36.934368,69.566177
36.368942,68.828552
36.083517,66.840293
37.040293,69.529127
37.257854,68.913371
36.711647,69.416534
34.292778,69.298611
34.935041,67.656567
34.322016,66.041924
31.25338,64.213362
32.232758,68.213366
34.274666,70.048271
36.712677,68.75773
36.767509,68.664772
36.976593,68.572239
36.302494,65.951515
36.755833,66.67
33.538898,65.113875
34.600278,68.995556
35.981915,66.373043
36.717256,67.157439
33.801764,65.879646
32.764969,68.759331
33.877778,68.946389
34.141288,69.544751
